,id,title,description,thumbnail,channelTitle,channelId,viewCount,likeCount,dislikeCount,commentCount
0,2i4D7VN-nwM,7 AMAZING AND EASY DIYs ANYONE CAN MAKE,"Via Mr. Maker, don't forget to subscribe to his channel http://bit.ly/2uHYEyA Original videos by Mr. Maker: https://www.youtube.com/watch?v=5oV2sDGzLSc&list=PLDZrPQy_N3U113vy0XuunU9q4chwSG-so&inde...",https://i.ytimg.com/vi/2i4D7VN-nwM/default.jpg,5-Minute Crafts,UC295-Dw_tDNtZXFeAPAW6Aw,1556683,10228,1375,602
1,Z2cfkenGkqA,7 AMAZING LIFE HACKS FOR CRAFTING - Testing Viral Life Hacks!,SECOND CHANNEL: https://www.youtube.com/watch?v=ISVWJmhPHuE Hey everyone! Today I'm showing you 7 MUST-TRY LIFE HACKS FOR CRAFTING! I hope you all enjoy the video - Nim XO ♡ MY STORE...,https://i.ytimg.com/vi/Z2cfkenGkqA/default.jpg,Nim C,UCr8knzz5ua7wvmW-QHyzoIQ,1448047,33531,1224,2220
2,G0HD5dJvUZI,7 AMAZING COCA-COLA LIFE HACKS!,https://www.youtube.com/channel/UCEZT7lHkvy7KkN3C6TWZ7TQ Subscribe to Aredrine!!,https://i.ytimg.com/vi/G0HD5dJvUZI/default.jpg,MrGear,UCo6DJdltbIub80bLiyJRv3w,133066,2475,368,275
3,o35TFk-IULM,"Relaxing Music 24/7 with Amazing Nature Videos 💚 Sleep Music, Meditation Music, Study Music","Welcome to our NON-Stop relaxing music 24/7 live stream for meditation, study, sleep, yoga, reading, spa, featuring highly recommended nature videos with mostly peaceful sleep music. This relaxing...",https://i.ytimg.com/vi/o35TFk-IULM/default_live.jpg,LoungeV Films - Relaxing Music and Nature Sounds,UCyupwg56cb-DKlz8fg09Vbw,139394,1715,75,0
4,bXdI9iMgSvA,7 Amazing Science Experiments,Google+ https://plus.google.com/+MrGearOfficial ------------------------------,https://i.ytimg.com/vi/bXdI9iMgSvA/default.jpg,MrGear,UCo6DJdltbIub80bLiyJRv3w,3657342,27812,2944,2921
5,_kwrdk207jA,The Best Top 7 AMAZING Auditions | America's Got Talent 2017,"Watch Got Talent Global's TOP 7 Auditions on America's Got Talent 2017, including Golden Buzzers. Who was your favourite Audition this season on AGT? Let us know in the comments below.. Got...",https://i.ytimg.com/vi/_kwrdk207jA/default.jpg,Got Talent Global,UCe_Fx4EZAgKjDz0aQ_Y7hSA,755711,3960,194,296
6,zPG0K8591-k,Top 7 Amazing Hair Transformations - Beautiful Hairstyles Tutorials Compilation 2017 👏👏👏,Top 7 Amazing Hair Transformations - Beautiful Hairstyles Tutorials Compilation 2017 Subscribe for more videos: https://goo.gl/6GZWfh Amazing Chocolate Cake https://www.youtube.com/w...,https://i.ytimg.com/vi/zPG0K8591-k/default.jpg,"Cake, DIY, Makeup, Hairstyles, Nail Art - Topic",UCzBWiqz5FUesyxZ6KdaA82g,11268266,54923,5660,2231
7,x7tqfKtLN94,7 AMAZING DIYs FOR KIDS,Credit: https://www.instagram.com/stephaniablog /Subscribe: Amazing Compilations https://www.youtube.com/channel/UCbMt.. . Subscribe:https://www.youtube.com/channe lThe Beautiful World.,https://i.ytimg.com/vi/x7tqfKtLN94/default.jpg,Amazing Compilations,UCbMtqOoWsqsRzUQcJ4-OQgA,536465,6598,355,262
8,a7-zN-JFR48,அசாத்திய சக்திவாய்ந்த 7 உயிரினங்கள் | 7 amazing animals with real superpower |,அதீத சக்திவாய்ந்த 7 உயிரினங்கள் | 7 amazing animals with real superpower | beautiful animals with superpower Tamil | #Amazon animals |...,https://i.ytimg.com/vi/a7-zN-JFR48/default.jpg,Kollywood Talk,UCtrR2IF1yEnGz1nfQghRWgg,169588,1987,73,36
9,gcedDgB6uco,7 AMAZING LIFE HACKS!,https://youtu.be/DO2RkYj2M5A My NEW Channel Subscribe to Aredrine !!!,https://i.ytimg.com/vi/gcedDgB6uco/default.jpg,MrGear,UCo6DJdltbIub80bLiyJRv3w,119827,2732,364,267
10,UrKp_8uxakk,7 Amazing Inventions You Must See,7 Crazy New Inventions That Will BLOW Your MIND I recommend: 10 Things You Should Never Do On An Airplane https://www.youtube.com/watch?v=nqsw_RVo8-Y 5 Creepy Mutant Fish Caught On Camera https://w...,https://i.ytimg.com/vi/UrKp_8uxakk/default.jpg,Real Bizarre,UCwNEx3HyQ_wiCL9LNn3mTSw,113966,689,65,40
11,h8OSs-w98Fk,7 AMAZING GIFTS UNDER $10,Looking for an affordable gift that cost less than $10. Bingo! Today you'll discover 7 borderline awesome Christmas gift ideas that will stuff your stocking. This includes: A brand new invention...,https://i.ytimg.com/vi/h8OSs-w98Fk/default.jpg,The Future Is Now,UCqkHsQeqwuPV3UunvXdgjFQ,3320042,22012,2126,1105
12,YfKC1xARxgU,7 Amazing FUTURE VEHICLES,7 Future Busses & Trucks You Need To See Subscribe! : http://www.youtube.com/c/DODOultimate Social Media: Facebook: https://www.facebook.com/itisfunnytv/?ref=hl Twitter : https://twitter.com/DO...,https://i.ytimg.com/vi/YfKC1xARxgU/default.jpg,Dodo Ultimate,UC6K7RiB8-UXKak64PnWSMAQ,65360,202,31,9
13,leMTa5N-mu8,7 Amazing Life Hacks,Like and Subscribe!! Track: LarsM - Lovers [NCS Release] Music provided by NoCopyrightSounds. Watch: https://www.youtube.com/watch?v=q5mdZxtko0A Free Download/Stream:...,https://i.ytimg.com/vi/leMTa5N-mu8/default.jpg,Aredrine,UCEZT7lHkvy7KkN3C6TWZ7TQ,244704,650,193,66
14,usIjgovQcUA,How To Do 7 AMAZING Magic Tricks!,"How To Do Amazing Magic Tricks! In this episode of How To Magic, Evan Era from EvanEraTV shows How To Do 7 Amazing Magic Tricks! Easy magic tricks for kids, beginners, and all ages! Family-frien...",https://i.ytimg.com/vi/usIjgovQcUA/default.jpg,EvanEraTV,UCWZZowzfDwihJ8VbQ3H8ivw,578159,11776,487,7545
15,Kqinx3Ke37Q,7 Amazing Multi-Tools You Need to See,Thank you for your time & Support Please Share if You Liked it :) Comment below and let us know which one did you like? 7 Amazing Multi-Tools You Need to See Links: 01- autoXscape ...,https://i.ytimg.com/vi/Kqinx3Ke37Q/default.jpg,4Tech HD,UCCxFYpGoG647OaNyRmmWEBQ,275721,1147,168,18
16,9vSV_iVctKQ,Top 7 Amazing Hairstyles Tutorials Compilation 2017,Top 7 Amazing Hairstyles Tutorials Compilation 2017 - https://youtu.be/9vSV_iVctKQ The most beautiful Hairstyles Tutorials This week 2017 May! The Best and NEW Hairstyles Tutorials This week...,https://i.ytimg.com/vi/9vSV_iVctKQ/default.jpg,Nail Art and Hairstyles,UC_cyuceAQYeOI8txvIOYECg,162217,1171,103,29
17,w_LF_0haArE,7 Amazing 3 Wheeled Vehicles You Have To See,This video features 7 awesome 3 wheeled vehicles you have ever seen. Subscribe for more videos: http://bit.ly/2nFw0JF -Credits: carver one in elsass autumn 2016/2 -by Wa Rius https://www.youtube...,https://i.ytimg.com/vi/w_LF_0haArE/default.jpg,DIY Garage,UCoV2Qw0sL-ApYQ62k-88K1w,1116420,2908,459,97
18,2CRjK-6vwzs,7 Amazing Science Experiments - You Can Do At Home!,Subscribe: http://mmd.to/Subscribe.,https://i.ytimg.com/vi/2CRjK-6vwzs/default.jpg,MadeMyDay,UCqJRc-9J8rWTL9OZ7MZxegw,922060,12841,645,222
