,id,title,description,thumbnail,channelTitle,channelId,viewCount,likeCount,dislikeCount,commentCount
0,TKKF94BQma8,Rezumatul Anului 2017 in 8 minute,Aboneaza-te la TOP OPT... daca e Urmareste-ma si pe Canalul Secundar - https://goo.gl/40V11o Cumpara jocuri sa ma sustii - https://www.g2a.com/r/t8gaming Eventual un like pe facebook - https://goo....,https://i.ytimg.com/vi/TKKF94BQma8/default.jpg,TOP OPT,UCcUEnyNtKSxu5wtYqBgEsJg,92806,7111,69,542
1,MD6ef03NaW0,Tehnicile de manipulare ale băieţilor deştepţi,Aboneaza-te la TOP OPT... daca e Urmareste-ma si pe Canalul Secundar - https://goo.gl/40V11o Cumpara jocuri sa ma sustii - https://www.g2a.com/r/t8gaming Eventual un like pe facebook - https://goo....,https://i.ytimg.com/vi/MD6ef03NaW0/default.jpg,TOP OPT,UCcUEnyNtKSxu5wtYqBgEsJg,111031,8667,105,519
2,T-EoobfpLxY,88 de Chestii Interesante #2,Aboneaza-te la TOP OPT... daca e Urmareste-ma si pe Canalul Secundar - https://goo.gl/40V11o Cumpara jocuri sa ma sustii - https://www.g2a.com/r/t8gaming Eventual un like pe facebook - https://goo....,https://i.ytimg.com/vi/T-EoobfpLxY/default.jpg,TOP OPT,UCcUEnyNtKSxu5wtYqBgEsJg,100873,5994,51,412
3,zR6T9mGVZyI,CAPCOM CUP 2017 SFV TOP 8 (TIMESTAMP) ItaZan Tokido Nemo Daigo MenaRD Yukadon ProblemX Moke,TIMESTAMP w/out Spoilers in Comment 4:34 What if you win Capcom Cup? 14:17 MenaRD vs ItaZan 27:38 Tokido vs Yukadon 44:34 Moke vs Daigo 59:50 Problem X vs Nemo 1:15:01 Yukadon vs Moke 1:29:53...,https://i.ytimg.com/vi/zR6T9mGVZyI/default.jpg,SF5 RBK,UC57EEOF5J1IbnjlTnVAfaFA,72768,750,47,255
4,AI-GUn1W8J4,TOP 8 OAMENI SARACI CARE AU CASTIGAT O MULTIME DE BANI,Incearca Binatex cu un account de test: https://goo.gl/iitdYG ▻Vrei sa donezi? intra aici pentru informatii https://goo.gl/F6X5et ▻Vrei promovare? costa 15 Euro ▻Subscribe: https://goo.gl/KR8...,https://i.ytimg.com/vi/AI-GUn1W8J4/default.jpg,Interesting World,UCNW03_KTpqrsKurNjstAkSA,143591,2842,184,103
5,w5TLfxD8uC0,8 Lucruri pe care nu le stiai despre Mos Craciun,Aboneaza-te la TOP OPT... daca e Urmareste-ma si pe Canalul Secundar - https://goo.gl/40V11o Cumpara jocuri sa ma sustii - https://www.g2a.com/r/t8gaming Eventual un like pe facebook - https://goo....,https://i.ytimg.com/vi/w5TLfxD8uC0/default.jpg,TOP OPT,UCcUEnyNtKSxu5wtYqBgEsJg,98056,5232,119,438
6,uE_Fx4E_g5g,"Top 8 lucruri infricosatoare, dar atat de frumoase, despre spatiu si univers","Am muncit tare mult la acest videoclip, dar mi-a făcut o deosebită plăcere să îl realizez. Pe mine m-a ajutat să scap puțin de stresul de zi cu zi, și să gândesc mai departe. Sper...",https://i.ytimg.com/vi/uE_Fx4E_g5g/default.jpg,Doza De Cultura Generala,UCT_T5_AlfZnDQ1Q_8nSSMDA,129047,9088,133,1749
7,MfO9PIuYw0E,TOP 8 INSANE MOTORBIKES That Will Totally Impress You,"From an ocean surfing motorcycle ,to a jet turbine powered bike here are 8 INSANE MOTORBIKES That Will Totally Impress You......... SUBSCRIBE http://goo.gl/LqNRbT ---------------------------------...",https://i.ytimg.com/vi/MfO9PIuYw0E/default.jpg,Freeze Lists,UCUi4aspUAMcEG5ZEdnOrBQg,10159328,25725,3381,952
8,d-MUM7UWEZM,"Top 8 Trái Ác Quỷ Đã ""Thức Tỉnh"" Trong One Piece","️Top 8 Trái Ác Quỷ Đã ""Thức Tỉnh"" Trong One Piece !!! ➡️Các bạn nhớ ⓈⓊⒷⒸⓇⒾⒷⒺ kênh để ủng hộ Lù Gaming đạt 50k Sub nhé !!!! 🤘🤘 🤘🤘...",https://i.ytimg.com/vi/d-MUM7UWEZM/default.jpg,Lù Gaming,UCbLciVeam6OrmdRTWQZQMtw,71681,1270,78,653
9,JoWtY1CV--Q,"Injustice 2 major tournament 2018 Top 8 (SonicFox, Scar, Grr, Dragon + more)",Tournament was held at 7th of January 2018. Brackets: https://tinyurl.com/y8sb9qz3 Source: https://tinyurl.com/y8zfec22 Match 1 - 0:00 Match 2 - 05:28 Match 3 - 21:55 Match 4 - 30:45 Match...,https://i.ytimg.com/vi/JoWtY1CV--Q/default.jpg,HobbyGamer Gameplay,UCFBOkmBrBnof9v0WZ2YCNWA,76221,835,34,341
